Hours Studied,Previous Scores,Extracurricular Activities,Sleep Hours,Sample Question Papers Practiced,extra_yn,study_efficiency,practice_ratio,study_sleep_ratio,conditioned_study,focus_index,growth_potential,effort_result_ratio,learning_engagement,balance_score,prediction
6,89,Yes,7,0,1,14.833333333333334,0.0,0.8571428571428571,13.621371043387192,3.0,0.06741573033707865,14.833333333333334,5.5,2.0,59.06338
1,85,Yes,5,2,1,85.0,2.0,0.2,3.4657359027997265,0.5,0.011764705882352941,28.333333333333332,2.5,5.0,82.3382
6,66,Yes,4,4,1,11.0,0.6666666666666666,1.5,7.783640596221253,3.0,0.09090909090909091,6.6,9.5,1.1428571428571428,55.942005
9,40,No,5,8,0,4.444444444444445,0.8888888888888888,1.8,11.51292546497023,9.0,0.225,2.3529411764705883,17.0,0.5,65.85548
2,60,No,4,5,0,30.0,2.5,0.5,4.394449154672438,2.0,0.03333333333333333,8.571428571428571,7.0,1.3333333333333333,35.600048
5,88,No,6,9,0,17.6,1.8,0.8333333333333334,10.75055681536833,5.0,0.056818181818181816,6.285714285714286,14.0,1.0,56.97011
4,64,No,9,1,0,16.0,0.25,0.4444444444444444,14.484941211906902,4.0,0.0625,12.8,5.0,1.8,48.13802
9,96,No,8,3,0,10.666666666666666,0.3333333333333333,1.125,18.420680743952367,9.0,0.09375,8.0,12.0,0.8,75.61684
4,41,Yes,8,7,1,10.25,1.75,0.5,12.875503299472802,2.0,0.0975609756097561,3.727272727272727,10.5,3.2,44.888428
2,87,No,9,5,0,43.5,2.5,0.2222222222222222,9.887510598012986,2.0,0.022988505747126436,12.428571428571429,7.0,3.0,53.908806
5,99,Yes,9,3,1,19.8,0.6,0.5555555555555556,16.125835223052494,2.5,0.050505050505050504,12.375,7.5,3.0,61.83684
6,93,Yes,8,2,1,15.5,0.3333333333333333,0.75,15.567281192442506,3.0,0.06451612903225806,11.625,7.5,2.2857142857142856,62.18713
5,53,Yes,6,3,1,10.6,0.6,0.8333333333333334,10.75055681536833,2.5,0.09433962264150944,6.625,7.5,2.0,50.823635
4,89,No,7,8,0,22.25,2.0,0.5714285714285714,11.266065387038703,4.0,0.0449438202247191,7.416666666666667,12.0,1.4,54.78952
9,41,Yes,6,2,1,4.555555555555555,0.2222222222222222,1.5,13.815510557964275,4.5,0.21951219512195122,3.727272727272727,10.5,1.2,60.03986
6,73,Yes,6,2,1,12.166666666666666,0.3333333333333333,1.0,11.675460894331879,3.0,0.0821917808219178,9.125,7.5,1.7142857142857142,57.02866
3,74,No,7,3,0,24.666666666666668,1.0,0.42857142857142855,9.704060527839234,3.0,0.04054054054054054,12.333333333333334,6.0,1.75,45.48691
6,93,No,6,7,0,15.5,1.1666666666666667,1.0,11.675460894331879,6.0,0.06451612903225806,7.153846153846154,13.0,0.8571428571428571,60.590717
8,54,Yes,5,9,1,6.75,1.125,1.6,10.986122886681098,4.0,0.14814814814814814,3.176470588235294,16.5,1.1111111111111112,64.71295
9,51,No,9,0,0,5.666666666666667,0.0,1.0,20.723265836946414,9.0,0.17647058823529413,5.666666666666667,9.0,0.9,69.59594
3,92,No,7,9,0,30.666666666666668,3.0,0.42857142857142855,9.704060527839234,3.0,0.03260869565217391,7.666666666666667,12.0,1.75,53.238934
2,77,Yes,8,6,1,38.5,3.0,0.25,8.788898309344876,1.0,0.025974025974025976,9.625,7.5,5.333333333333333,43.2345
4,81,Yes,7,0,1,20.25,0.0,0.5714285714285714,11.266065387038703,2.0,0.04938271604938271,20.25,3.5,2.8,52.920475
2,42,No,9,2,0,21.0,1.0,0.2222222222222222,9.887510598012986,2.0,0.047619047619047616,10.5,4.0,3.0,30.265236
1,69,Yes,5,1,1,69.0,1.0,0.2,3.4657359027997265,0.5,0.014492753623188406,34.5,1.5,5.0,66.94222
6,55,No,5,1,0,9.166666666666666,0.16666666666666666,1.2,9.729550745276565,6.0,0.10909090909090909,7.857142857142857,7.0,0.7142857142857143,46.16905
3,97,Yes,9,0,1,32.333333333333336,0.0,0.3333333333333333,12.476649250079015,1.5,0.030927835051546393,32.333333333333336,2.5,4.5,54.090565
1,67,Yes,7,7,1,67.0,7.0,0.14285714285714285,4.852030263919617,0.5,0.014925373134328358,8.375,7.5,7.0,36.35438
3,84,Yes,5,3,1,28.0,1.0,0.6,6.931471805599453,1.5,0.03571428571428571,14.0,5.5,2.5,55.63274
7,57,Yes,5,1,1,8.142857142857142,0.14285714285714285,1.4,10.39720770839918,3.5,0.12280701754385964,7.125,7.5,1.25,54.88243
6,69,Yes,6,5,1,11.5,0.8333333333333334,1.0,11.675460894331879,3.0,0.08695652173913043,6.2727272727272725,10.5,1.7142857142857142,58.773655
3,41,No,8,7,0,13.666666666666666,2.3333333333333335,0.375,11.090354888959125,3.0,0.07317073170731707,4.1,10.0,2.0,35.40888
5,99,Yes,7,4,1,19.8,0.8,0.7142857142857143,12.542316284596385,2.5,0.050505050505050504,11.0,8.5,2.3333333333333335,62.02553
7,93,Yes,7,8,1,13.285714285714286,1.1428571428571428,1.0,14.55609079175885,3.5,0.07526881720430108,6.2,14.5,1.75,69.19277
6,94,Yes,9,2,1,15.666666666666666,0.3333333333333333,0.6666666666666666,17.51319134149782,3.0,0.06382978723404255,11.75,7.5,2.5714285714285716,63.09554
2,62,No,4,9,0,31.0,4.5,0.5,4.394449154672438,2.0,0.03225806451612903,5.636363636363637,11.0,1.3333333333333333,34.822086
6,80,No,8,4,0,13.333333333333334,0.6666666666666666,0.75,15.567281192442506,6.0,0.075,8.0,10.0,1.1428571428571428,60.473408
8,85,No,6,0,0,10.625,0.0,1.3333333333333333,13.183347464017316,8.0,0.09411764705882353,10.625,8.0,0.6666666666666666,61.332714
3,81,No,9,9,0,27.0,3.0,0.3333333333333333,12.476649250079015,3.0,0.037037037037037035,6.75,12.0,2.25,52.0792
5,66,No,7,5,0,13.2,1.0,0.7142857142857143,12.542316284596385,5.0,0.07575757575757576,6.6,10.0,1.1666666666666667,51.47551
8,74,Yes,8,1,1,9.25,0.125,1.0,17.577796618689757,4.0,0.10810810810810811,8.222222222222221,8.5,1.7777777777777777,63.521534
5,46,No,5,9,0,9.2,1.8,1.0,8.958797346140274,5.0,0.10869565217391304,3.2857142857142856,14.0,0.8333333333333334,45.41104
3,97,Yes,6,0,1,32.333333333333336,0.0,0.5,8.317766166719343,1.5,0.030927835051546393,32.333333333333336,2.5,3.0,58.46657
6,90,Yes,6,8,1,15.0,1.3333333333333333,1.0,11.675460894331879,3.0,0.06666666666666667,6.428571428571429,13.5,1.7142857142857142,65.15987
5,50,No,5,5,0,10.0,1.0,1.0,8.958797346140274,5.0,0.1,5.0,10.0,0.8333333333333334,43.50621
5,49,No,7,5,0,9.8,1.0,0.7142857142857143,12.542316284596385,5.0,0.10204081632653061,4.9,10.0,1.1666666666666667,47.688293
6,60,No,6,1,0,10.0,0.16666666666666666,1.0,11.675460894331879,6.0,0.1,8.571428571428571,7.0,0.8571428571428571,49.489143
3,98,No,8,1,0,32.666666666666664,0.3333333333333333,0.375,11.090354888959125,3.0,0.030612244897959183,24.5,4.0,2.0,55.50404
5,75,No,8,7,0,15.0,1.4,0.625,14.33407575382444,5.0,0.06666666666666667,6.25,12.0,1.3333333333333333,57.0809
3,68,Yes,5,3,1,22.666666666666668,1.0,0.6,6.931471805599453,1.5,0.04411764705882353,11.333333333333334,5.5,2.5,49.692005
4,49,No,4,6,0,12.25,1.5,1.0,6.437751649736401,4.0,0.08163265306122448,4.9,10.0,0.8,36.889477
4,94,No,5,1,0,23.5,0.25,0.8,8.047189562170502,4.0,0.0425531914893617,18.8,5.0,1.0,48.820362
4,79,No,5,6,0,19.75,1.5,0.8,8.047189562170502,4.0,0.05063291139240506,7.9,10.0,1.0,47.161587
8,52,Yes,6,9,1,6.5,1.125,1.3333333333333333,13.183347464017316,4.0,0.15384615384615385,3.0588235294117645,16.5,1.3333333333333333,65.75437
3,61,No,8,6,0,20.333333333333332,2.0,0.375,11.090354888959125,3.0,0.04918032786885246,6.777777777777778,9.0,2.0,42.65668
4,77,No,7,1,0,19.25,0.25,0.5714285714285714,11.266065387038703,4.0,0.05194805194805195,15.4,5.0,1.4,47.92225
7,84,No,7,0,0,12.0,0.0,1.0,14.55609079175885,7.0,0.08333333333333333,12.0,7.0,0.875,59.51151
1,97,Yes,9,8,1,97.0,8.0,0.1111111111111111,6.238324625039508,0.5,0.010309278350515464,10.777777777777779,8.5,9.0,53.542004
2,61,Yes,5,1,1,30.5,0.5,0.4,5.493061443340547,1.0,0.03278688524590164,20.333333333333332,2.5,3.3333333333333335,46.409126
2,70,Yes,4,1,1,35.0,0.5,0.5,4.394449154672438,1.0,0.02857142857142857,23.333333333333332,2.5,2.6666666666666665,54.66192
5,47,No,4,9,0,9.4,1.8,1.25,7.16703787691222,5.0,0.10638297872340426,3.357142857142857,14.0,0.6666666666666666,43.431377
4,44,Yes,6,7,1,11.0,1.75,0.6666666666666666,9.656627474604601,2.0,0.09090909090909091,4.0,10.5,2.4,46.56139
2,81,No,4,7,0,40.5,3.5,0.5,4.394449154672438,2.0,0.024691358024691357,9.0,9.0,1.3333333333333333,46.349934
2,59,No,8,3,0,29.5,1.5,0.25,8.788898309344876,2.0,0.03389830508474576,11.8,5.0,2.6666666666666665,38.606064
9,68,Yes,4,8,1,7.555555555555555,0.8888888888888888,2.25,9.210340371976184,4.5,0.1323529411764706,4.0,16.5,0.8,66.621185
5,66,No,6,5,0,13.2,1.0,0.8333333333333334,10.75055681536833,5.0,0.07575757575757576,6.6,10.0,1.0,49.273083
1,64,Yes,6,3,1,64.0,3.0,0.16666666666666666,4.1588830833596715,0.5,0.015625,16.0,3.5,6.0,49.61896
3,73,Yes,5,9,1,24.333333333333332,3.0,0.6,6.931471805599453,1.5,0.0410958904109589,6.083333333333333,11.5,2.5,52.61722
3,72,No,7,9,0,24.0,3.0,0.42857142857142855,9.704060527839234,3.0,0.041666666666666664,6.0,12.0,1.75,45.81303
2,50,Yes,7,5,1,25.0,2.5,0.2857142857142857,7.690286020676767,1.0,0.04,7.142857142857143,6.5,4.666666666666667,31.91027
3,97,No,4,5,0,32.333333333333336,1.6666666666666667,0.75,5.545177444479562,3.0,0.030927835051546393,12.125,8.0,1.0,49.996197
7,57,No,8,2,0,8.142857142857142,0.2857142857142857,0.875,16.635532333438686,7.0,0.12280701754385964,6.333333333333333,9.0,1.0,59.58312
3,86,Yes,4,8,1,28.666666666666668,2.6666666666666665,0.75,5.545177444479562,1.5,0.03488372093023256,7.818181818181818,10.5,2.0,58.72459
7,80,Yes,9,9,1,11.428571428571429,1.2857142857142858,0.7777777777777778,18.71497387511852,3.5,0.0875,5.0,15.5,2.25,70.17264
7,98,No,4,4,0,14.0,0.5714285714285714,1.75,8.317766166719343,7.0,0.07142857142857142,8.909090909090908,11.0,0.5,57.85731
9,68,Yes,7,7,1,7.555555555555555,0.7777777777777778,1.2857142857142858,16.11809565095832,4.5,0.1323529411764706,4.25,15.5,1.4,70.13151
5,68,No,9,6,0,13.6,1.2,0.5555555555555556,16.125835223052494,5.0,0.07352941176470588,6.181818181818182,11.0,1.5,57.02489
5,99,Yes,6,4,1,19.8,0.8,0.8333333333333334,10.75055681536833,2.5,0.050505050505050504,11.0,8.5,2.0,61.770367
3,65,Yes,4,0,1,21.666666666666668,0.0,0.75,5.545177444479562,1.5,0.046153846153846156,21.666666666666668,2.5,2.0,49.502438
8,58,Yes,5,3,1,7.25,0.375,1.6,10.986122886681098,4.0,0.13793103448275862,5.2727272727272725,10.5,1.1111111111111112,59.318073
6,41,Yes,9,1,1,6.833333333333333,0.16666666666666666,0.6666666666666666,17.51319134149782,3.0,0.14634146341463414,5.857142857142857,6.5,2.5714285714285716,52.42701
5,40,Yes,8,5,1,8.0,1.0,0.625,14.33407575382444,2.5,0.125,4.0,9.5,2.6666666666666665,49.835808
2,66,No,9,5,0,33.0,2.5,0.2222222222222222,9.887510598012986,2.0,0.030303030303030304,9.428571428571429,7.0,3.0,42.212982
4,93,No,4,9,0,23.25,2.25,1.0,6.437751649736401,4.0,0.043010752688172046,7.153846153846154,13.0,0.8,50.65321
8,84,No,9,2,0,10.5,0.25,0.8888888888888888,19.775021196025975,8.0,0.09523809523809523,8.4,10.0,1.0,71.0316
1,91,Yes,9,5,1,91.0,5.0,0.1111111111111111,6.238324625039508,0.5,0.01098901098901099,15.166666666666666,5.5,9.0,54.13731
9,80,Yes,5,4,1,8.88888888888889,0.4444444444444444,1.8,11.51292546497023,4.5,0.1125,6.153846153846154,12.5,1.0,65.44032
6,56,Yes,8,9,1,9.333333333333334,1.5,0.75,15.567281192442506,3.0,0.10714285714285714,3.7333333333333334,14.5,2.2857142857142856,61.12257
4,70,No,8,7,0,17.5,1.75,0.5,12.875503299472802,4.0,0.05714285714285714,6.363636363636363,11.0,1.6,50.912846
1,61,Yes,7,7,1,61.0,7.0,0.14285714285714285,4.852030263919617,0.5,0.01639344262295082,7.625,7.5,7.0,29.671062
9,92,Yes,4,5,1,10.222222222222221,0.5555555555555556,2.25,9.210340371976184,4.5,0.09782608695652174,6.571428571428571,13.5,0.8,66.452896
4,67,No,9,3,0,16.75,0.75,0.4444444444444444,14.484941211906902,4.0,0.05970149253731343,9.571428571428571,7.0,1.8,49.980755
9,77,Yes,9,8,1,8.555555555555555,0.8888888888888888,1.0,20.723265836946414,4.5,0.11688311688311688,4.529411764705882,16.5,1.8,75.32934
3,82,Yes,5,1,1,27.333333333333332,0.3333333333333333,0.6,6.931471805599453,1.5,0.036585365853658534,20.5,3.5,2.5,54.53391
7,64,Yes,4,7,1,9.142857142857142,1.0,1.75,8.317766166719343,3.5,0.109375,4.571428571428571,13.5,1.0,60.46645
8,75,No,4,1,0,9.375,0.125,2.0,8.788898309344878,8.0,0.10666666666666667,8.333333333333334,9.0,0.4444444444444444,55.69621
7,98,Yes,7,5,1,14.0,0.7142857142857143,1.0,14.55609079175885,3.5,0.07142857142857142,8.166666666666666,11.5,1.75,67.22178
3,50,No,7,8,0,16.666666666666668,2.6666666666666665,0.42857142857142855,9.704060527839234,3.0,0.06,4.545454545454546,11.0,1.75,37.466404
8,69,No,9,5,0,8.625,0.625,0.8888888888888888,19.775021196025975,8.0,0.11594202898550725,5.3076923076923075,13.0,1.0,71.91898
4,53,Yes,9,1,1,13.25,0.25,0.4444444444444444,14.484941211906902,2.0,0.07547169811320754,10.6,4.5,3.6,44.789364
5,88,No,5,8,0,17.6,1.6,1.0,8.958797346140274,5.0,0.056818181818181816,6.769230769230769,13.0,0.8333333333333334,54.068703
5,92,Yes,7,8,1,18.4,1.6,0.7142857142857143,12.542316284596385,2.5,0.05434782608695652,7.076923076923077,12.5,2.3333333333333335,63.262028
6,72,Yes,4,2,1,12.0,0.3333333333333333,1.5,7.783640596221253,3.0,0.08333333333333333,9.0,7.5,1.1428571428571428,55.397495
1,80,No,5,4,0,80.0,4.0,0.2,3.4657359027997265,1.0,0.0125,16.0,5.0,2.5,70.72988
4,58,Yes,9,9,1,14.5,2.25,0.4444444444444444,14.484941211906902,2.0,0.06896551724137931,4.461538461538462,12.5,3.6,50.21098
9,95,No,5,7,0,10.555555555555555,0.7777777777777778,1.8,11.51292546497023,9.0,0.09473684210526316,5.9375,16.0,0.5,71.61635
4,64,Yes,8,9,1,16.0,2.25,0.5,12.875503299472802,2.0,0.0625,4.923076923076923,12.5,3.2,52.300613
8,65,No,4,8,0,8.125,1.0,2.0,8.788898309344878,8.0,0.12307692307692308,4.0625,16.0,0.4444444444444444,61.24764
5,72,Yes,8,7,1,14.4,1.4,0.625,14.33407575382444,2.5,0.06944444444444445,6.0,11.5,2.6666666666666665,58.362637
9,43,No,6,5,0,4.777777777777778,0.5555555555555556,1.5,13.815510557964275,9.0,0.20930232558139536,3.0714285714285716,14.0,0.6,65.7753
8,90,Yes,6,8,1,11.25,1.0,1.3333333333333333,13.183347464017316,4.0,0.08888888888888889,5.625,15.5,1.3333333333333333,70.05337
5,44,Yes,9,1,1,8.8,0.2,0.5555555555555556,16.125835223052494,2.5,0.11363636363636363,7.333333333333333,5.5,3.0,48.186127
1,61,Yes,4,1,1,61.0,1.0,0.25,2.772588722239781,0.5,0.01639344262295082,30.5,1.5,4.0,64.93252
8,57,Yes,7,6,1,7.125,0.75,1.1428571428571428,15.380572041353537,4.0,0.14035087719298245,4.071428571428571,13.5,1.5555555555555556,64.7945
3,90,Yes,8,2,1,30.0,0.6666666666666666,0.375,11.090354888959125,1.5,0.03333333333333333,18.0,4.5,4.0,53.30642
8,86,Yes,5,8,1,10.75,1.0,1.6,10.986122886681098,4.0,0.09302325581395349,5.375,15.5,1.1111111111111112,68.176544
8,53,Yes,4,5,1,6.625,0.625,2.0,8.788898309344878,4.0,0.1509433962264151,4.076923076923077,12.5,0.8888888888888888,59.285954
8,63,No,5,6,0,7.875,0.75,1.6,10.986122886681098,8.0,0.12698412698412698,4.5,14.0,0.5555555555555556,61.6033
1,60,No,6,1,0,60.0,1.0,0.16666666666666666,4.1588830833596715,1.0,0.016666666666666666,30.0,2.0,3.0,54.67122
6,64,Yes,6,8,1,10.666666666666666,1.3333333333333333,1.0,11.675460894331879,3.0,0.09375,4.571428571428571,13.5,1.7142857142857142,60.333027
1,58,Yes,8,8,1,58.0,8.0,0.125,5.545177444479562,0.5,0.017241379310344827,6.444444444444445,8.5,8.0,17.00179
2,46,Yes,7,9,1,23.0,4.5,0.2857142857142857,7.690286020676767,1.0,0.043478260869565216,4.181818181818182,10.5,4.666666666666667,27.790657
4,86,Yes,7,2,1,21.5,0.5,0.5714285714285714,11.266065387038703,2.0,0.046511627906976744,14.333333333333334,5.5,2.8,55.32015
8,47,No,5,0,0,5.875,0.0,1.6,10.986122886681098,8.0,0.1702127659574468,5.875,8.0,0.5555555555555556,53.42369
1,40,No,9,6,0,40.0,6.0,0.1111111111111111,6.238324625039508,1.0,0.025,5.714285714285714,7.0,4.5,17.083729
5,54,No,8,7,0,10.8,1.4,0.625,14.33407575382444,5.0,0.09259259259259259,4.5,12.0,1.3333333333333333,52.40257
8,65,No,7,3,0,8.125,0.375,1.1428571428571428,15.380572041353537,8.0,0.12307692307692308,5.909090909090909,11.0,0.7777777777777778,64.14197
2,97,No,5,8,0,48.5,4.0,0.4,5.493061443340547,2.0,0.020618556701030927,9.7,10.0,1.6666666666666667,55.442326
1,79,No,4,1,0,79.0,1.0,0.25,2.772588722239781,1.0,0.012658227848101266,39.5,2.0,2.0,77.9542
9,97,No,6,9,0,10.777777777777779,1.0,1.5,13.815510557964275,9.0,0.09278350515463918,5.388888888888889,18.0,0.6,76.64354
3,72,Yes,8,6,1,24.0,2.0,0.375,11.090354888959125,1.5,0.041666666666666664,8.0,8.5,4.0,47.335564
6,62,Yes,8,0,1,10.333333333333334,0.0,0.75,15.567281192442506,3.0,0.0967741935483871,10.333333333333334,5.5,2.2857142857142856,54.77365
1,52,Yes,6,3,1,52.0,3.0,0.16666666666666666,4.1588830833596715,0.5,0.019230769230769232,13.0,3.5,6.0,36.252323
5,96,No,7,5,0,19.2,1.0,0.7142857142857143,12.542316284596385,5.0,0.052083333333333336,9.6,10.0,1.1666666666666667,58.158817
3,84,No,9,7,0,28.0,2.3333333333333335,0.3333333333333333,12.476649250079015,3.0,0.03571428571428571,8.4,10.0,2.25,52.836845
2,86,Yes,7,7,1,43.0,3.5,0.2857142857142857,7.690286020676767,1.0,0.023255813953488372,9.555555555555555,8.5,4.666666666666667,51.01432
7,77,No,5,9,0,11.0,1.2857142857142858,1.4,10.39720770839918,7.0,0.09090909090909091,4.8125,16.0,0.625,61.650326
5,80,Yes,6,7,1,16.0,1.4,0.8333333333333334,10.75055681536833,2.5,0.0625,6.666666666666667,11.5,2.0,59.63455
9,81,Yes,5,1,1,9.0,0.1111111111111111,1.8,11.51292546497023,4.5,0.1111111111111111,8.1,9.5,1.0,62.42542
2,48,No,7,7,0,24.0,3.5,0.2857142857142857,7.690286020676767,2.0,0.041666666666666664,5.333333333333333,9.0,2.3333333333333335,29.933567
3,62,No,6,2,0,20.666666666666668,0.6666666666666666,0.5,8.317766166719343,3.0,0.04838709677419355,12.4,5.0,1.5,39.391
5,65,No,4,9,0,13.0,1.8,1.25,7.16703787691222,5.0,0.07692307692307693,4.642857142857143,14.0,0.6666666666666666,47.441372
6,69,No,9,5,0,11.5,0.8333333333333334,0.6666666666666666,17.51319134149782,6.0,0.08695652173913043,6.2727272727272725,11.0,1.2857142857142858,61.652332
8,85,No,9,7,0,10.625,0.875,0.8888888888888888,19.775021196025975,8.0,0.09411764705882353,5.666666666666667,15.0,1.0,76.1307
5,58,No,9,5,0,11.6,1.0,0.5555555555555556,16.125835223052494,5.0,0.08620689655172414,5.8,10.0,1.5,54.098145
5,65,No,9,6,0,13.0,1.2,0.5555555555555556,16.125835223052494,5.0,0.07692307692307693,5.909090909090909,11.0,1.5,56.35657
3,81,Yes,9,3,1,27.0,1.0,0.3333333333333333,12.476649250079015,1.5,0.037037037037037035,13.5,5.5,4.5,48.684208
1,62,Yes,8,6,1,62.0,6.0,0.125,5.545177444479562,0.5,0.016129032258064516,8.857142857142858,6.5,8.0,26.309757
5,88,No,4,4,0,17.6,0.8,1.25,7.16703787691222,5.0,0.056818181818181816,9.777777777777779,9.0,0.6666666666666666,49.07033
5,67,Yes,5,0,1,13.4,0.0,1.0,8.958797346140274,2.5,0.07462686567164178,13.4,4.5,1.6666666666666667,51.590412
4,40,Yes,7,5,1,10.0,1.25,0.5714285714285714,11.266065387038703,2.0,0.1,4.444444444444445,8.5,2.8,44.02141
6,77,Yes,6,6,1,12.833333333333334,1.0,1.0,11.675460894331879,3.0,0.07792207792207792,6.416666666666667,11.5,1.7142857142857142,61.088047
4,48,No,8,2,0,12.0,0.5,0.5,12.875503299472802,4.0,0.08333333333333333,8.0,6.0,1.6,42.26817
7,99,Yes,6,2,1,14.142857142857142,0.2857142857142857,1.1666666666666667,12.476649250079014,3.5,0.0707070707070707,11.0,8.5,1.5,63.551098
1,44,No,8,7,0,44.0,7.0,0.125,5.545177444479562,1.0,0.022727272727272728,5.5,8.0,4.0,20.172623
5,98,No,6,6,0,19.6,1.2,0.8333333333333334,10.75055681536833,5.0,0.05102040816326531,8.909090909090908,11.0,1.0,57.100933
9,64,No,5,5,0,7.111111111111111,0.5555555555555556,1.8,11.51292546497023,9.0,0.140625,4.571428571428571,14.0,0.5,65.687164
5,81,No,5,7,0,16.2,1.4,1.0,8.958797346140274,5.0,0.06172839506172839,6.75,12.0,0.8333333333333334,51.810272
8,97,No,6,0,0,12.125,0.0,1.3333333333333333,13.183347464017316,8.0,0.08247422680412371,12.125,8.0,0.6666666666666666,63.00355
4,64,Yes,7,2,1,16.0,0.5,0.5714285714285714,11.266065387038703,2.0,0.0625,10.666666666666666,5.5,2.8,49.19376
4,48,Yes,5,8,1,12.0,2.0,0.8,8.047189562170502,2.0,0.08333333333333333,4.0,11.5,2.0,48.59773
5,54,Yes,5,9,1,10.8,1.8,1.0,8.958797346140274,2.5,0.09259259259259259,3.857142857142857,13.5,1.6666666666666667,54.985157
9,84,No,4,3,0,9.333333333333334,0.3333333333333333,2.25,9.210340371976184,9.0,0.10714285714285714,7.0,12.0,0.4,63.38281
4,59,Yes,4,4,1,14.75,1.0,1.0,6.437751649736401,2.0,0.06779661016949153,7.375,7.5,1.6,50.065075
6,47,Yes,6,4,1,7.833333333333333,0.6666666666666666,1.0,11.675460894331879,3.0,0.1276595744680851,4.7,9.5,1.7142857142857142,53.860203
5,96,Yes,6,8,1,19.2,1.6,0.8333333333333334,10.75055681536833,2.5,0.052083333333333336,7.384615384615385,12.5,2.0,63.897976
9,84,No,9,9,0,9.333333333333334,1.0,1.0,20.723265836946414,9.0,0.10714285714285714,4.666666666666667,18.0,0.9,83.09625
4,72,No,6,7,0,18.0,1.75,0.6666666666666666,9.656627474604601,4.0,0.05555555555555555,6.545454545454546,11.0,1.2,47.63389
2,72,No,8,2,0,36.0,1.0,0.25,8.788898309344876,2.0,0.027777777777777776,18.0,4.0,2.6666666666666665,46.319298
4,85,Yes,6,8,1,21.25,2.0,0.6666666666666666,9.656627474604601,2.0,0.047058823529411764,7.083333333333333,11.5,2.4,58.48241
2,95,Yes,5,7,1,47.5,3.5,0.4,5.493061443340547,1.0,0.021052631578947368,10.555555555555555,8.5,3.3333333333333335,62.507412
5,93,No,8,5,0,18.6,1.0,0.625,14.33407575382444,5.0,0.053763440860215055,9.3,10.0,1.3333333333333333,59.69293
4,91,Yes,4,3,1,22.75,0.75,1.0,6.437751649736401,2.0,0.04395604395604396,13.0,6.5,1.6,58.4725
8,46,No,9,2,0,5.75,0.25,0.8888888888888888,19.775021196025975,8.0,0.17391304347826086,4.6,10.0,1.0,65.74065
8,93,No,8,3,0,11.625,0.375,1.0,17.577796618689757,8.0,0.08602150537634409,8.454545454545455,11.0,0.8888888888888888,70.65864
6,79,No,9,6,0,13.166666666666666,1.0,0.6666666666666666,17.51319134149782,6.0,0.0759493670886076,6.583333333333333,12.0,1.2857142857142858,64.33802
9,60,No,7,4,0,6.666666666666667,0.4444444444444444,1.2857142857142858,16.11809565095832,9.0,0.15,4.615384615384615,13.0,0.7,69.5203
5,56,No,8,5,0,11.2,1.0,0.625,14.33407575382444,5.0,0.08928571428571429,5.6,10.0,1.3333333333333333,51.45017
1,86,No,6,6,0,86.0,6.0,0.16666666666666666,4.1588830833596715,1.0,0.011627906976744186,12.285714285714286,7.0,3.0,71.50121
9,57,No,6,3,0,6.333333333333333,0.3333333333333333,1.5,13.815510557964275,9.0,0.15789473684210525,4.75,12.0,0.6,65.41556
2,63,Yes,6,9,1,31.5,4.5,0.3333333333333333,6.591673732008657,1.0,0.031746031746031744,5.7272727272727275,10.5,4.0,40.499
9,63,Yes,4,9,1,7.0,1.0,2.25,9.210340371976184,4.5,0.14285714285714285,3.5,17.5,0.8,67.0486
7,86,Yes,8,6,1,12.285714285714286,0.8571428571428571,0.875,16.635532333438686,3.5,0.08139534883720931,6.615384615384615,12.5,2.0,67.29763
